;;;;;;POTENCIA;;;;;;ENERGIA;;;;;
sistema;cia;producto;producto cia;tarifa;fee;P1;P2;P3;P4;P5;P6;P1.;P2.;P3.;P4.;P5.;P6.
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;1,5;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,209897 €;0,187900 €;0,191739 €;0,174815 €;0,161056 €;0,156441 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;3;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,211397 €;0,189400 €;0,193239 €;0,176315 €;0,162556 €;0,157941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;3;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,211397 €;0,189400 €;0,193239 €;0,176315 €;0,162556 €;0,157941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;3;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,211397 €;0,189400 €;0,193239 €;0,176315 €;0,162556 €;0,157941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;4;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,212397 €;0,190400 €;0,194239 €;0,177315 €;0,163556 €;0,158941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;4;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,212397 €;0,190400 €;0,194239 €;0,177315 €;0,163556 €;0,158941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;4;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,212397 €;0,190400 €;0,194239 €;0,177315 €;0,163556 €;0,158941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;5;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,213397 €;0,191400 €;0,195239 €;0,178315 €;0,164556 €;0,159941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;5;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,213397 €;0,191400 €;0,195239 €;0,178315 €;0,164556 €;0,159941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;5;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,213397 €;0,191400 €;0,195239 €;0,178315 €;0,164556 €;0,159941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;6;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,214397 €;0,192400 €;0,196239 €;0,179315 €;0,165556 €;0,160941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;6;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,214397 €;0,192400 €;0,196239 €;0,179315 €;0,165556 €;0,160941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;6;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,214397 €;0,192400 €;0,196239 €;0,179315 €;0,165556 €;0,160941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;8;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,216397 €;0,194400 €;0,198239 €;0,181315 €;0,167556 €;0,162941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;8;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,216397 €;0,194400 €;0,198239 €;0,181315 €;0,167556 €;0,162941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;8;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,216397 €;0,194400 €;0,198239 €;0,181315 €;0,167556 €;0,162941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;10;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,218397 €;0,196400 €;0,200239 €;0,183315 €;0,169556 €;0,164941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;10;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,218397 €;0,196400 €;0,200239 €;0,183315 €;0,169556 €;0,164941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;10;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,218397 €;0,196400 €;0,200239 €;0,183315 €;0,169556 €;0,164941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;15;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,223397 €;0,201400 €;0,205239 €;0,188315 €;0,174556 €;0,169941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;15;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,223397 €;0,201400 €;0,205239 €;0,188315 €;0,174556 €;0,169941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;15;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,223397 €;0,201400 €;0,205239 €;0,188315 €;0,174556 €;0,169941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;20;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,228397 €;0,206400 €;0,210239 €;0,193315 €;0,179556 €;0,174941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;20;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,228397 €;0,206400 €;0,210239 €;0,193315 €;0,179556 €;0,174941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;20;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,228397 €;0,206400 €;0,210239 €;0,193315 €;0,179556 €;0,174941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;25;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,233397 €;0,211400 €;0,215239 €;0,198315 €;0,184556 €;0,179941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;25;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,233397 €;0,211400 €;0,215239 €;0,198315 €;0,184556 €;0,179941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;25;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,233397 €;0,211400 €;0,215239 €;0,198315 €;0,184556 €;0,179941 €
BALEARES;AEQ;FIJO;ARMONIA;6.2TD;30;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,238397 €;0,216400 €;0,220239 €;0,203315 €;0,189556 €;0,184941 €
BALEARES;AEQ;FIJO;EQUILIBRIO;6.2TD;30;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,238397 €;0,216400 €;0,220239 €;0,203315 €;0,189556 €;0,184941 €
BALEARES;AEQ;FIJO;SIMETRIA;6.2TD;30;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,238397 €;0,216400 €;0,220239 €;0,203315 €;0,189556 €;0,184941 €
BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 0;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,217000 €;0,217000 €;0,217000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 1;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,201000 €;0,201000 €;0,201000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 2;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,181000 €;0,181000 €;0,181000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 3;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,161000 €;0,161000 €;0,161000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;SIMPLEX;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,244936 €;0,193112 €;0,151333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;SIMPLEX;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,222843 €;0,205142 €;0,179660 €;0,173953 €;0,162834 €;0,150528 €
BALEARES;ELEIA;FIJO;SIMPLEX;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,193471 €;0,178771 €;0,160763 €;0,158135 €;0,146395 €;0,135976 €
BALEARES;ELEIA;FIJO;TU DECIDES 0;2.0TD;-;0,110639 €;0,044775 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU DECIDES 0;3.0TD;-;0,054746 €;0,049038 €;0,027403 €;0,026449 €;0,023925 €;0,021921 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
BALEARES;ELEIA;FIJO;TU DECIDES 0;6.1TD;-;0,075247 €;0,066688 €;0,040624 €;0,035783 €;0,017558 €;0,015477 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
BALEARES;ELEIA;FIJO;TU DECIDES 1;2.0TD;-;0,105433 €;0,039569 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU DECIDES 1;3.0TD;-;0,050774 €;0,045066 €;0,023431 €;0,022477 €;0,019953 €;0,017949 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
BALEARES;ELEIA;FIJO;TU DECIDES 1;6.1TD;-;0,071137 €;0,062578 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
BALEARES;ELEIA;FIJO;TU DECIDES 2;2.0TD;-;0,096940 €;0,031076 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU DECIDES 2;3.0TD;-;0,044541 €;0,038833 €;0,017198 €;0,016244 €;0,013720 €;0,011716 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
BALEARES;ELEIA;FIJO;TU DECIDES 2;6.1TD;-;0,068397 €;0,059838 €;0,033774 €;0,028933 €;0,010708 €;0,008627 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
BALEARES;ELEIA;FIJO;TU DECIDES 3;2.0TD;-;0,083242 €;0,017378 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU DECIDES 3;3.0TD;-;0,043103 €;0,037395 €;0,015760 €;0,014806 €;0,012282 €;0,010278 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
BALEARES;ELEIA;FIJO;TU DECIDES 3;6.1TD;-;0,065658 €;0,057099 €;0,031035 €;0,026194 €;0,007969 €;0,005888 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
BALEARES;ELEIA;FIJO;TU ELIGES 0;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU ELIGES 0;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
BALEARES;ELEIA;FIJO;TU ELIGES 0;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
BALEARES;ELEIA;FIJO;TU ELIGES 1;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU ELIGES 1;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
BALEARES;ELEIA;FIJO;TU ELIGES 1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
BALEARES;ELEIA;FIJO;TU ELIGES 2;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU ELIGES 2;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
BALEARES;ELEIA;FIJO;TU ELIGES 2;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
BALEARES;ELEIA;FIJO;TU ELIGES 3;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU ELIGES 3;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
BALEARES;ELEIA;FIJO;TU ELIGES 3;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 0;2.0TD;-;0,093600 €;0,025050 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,330990 €;0,279166 €;0,237389 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 0;3.0TD;-;0,049151 €;0,040075 €;0,023625 €;0,021199 €;0,016596 €;0,014467 €;0,288397 €;0,270697 €;0,245214 €;0,239507 €;0,228388 €;0,216084 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 0;6.1TD;-;0,069636 €;0,064029 €;0,039666 €;0,033028 €;0,013677 €;0,011466 €;0,248720 €;0,234020 €;0,216012 €;0,213384 €;0,201644 €;0,191226 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 1;2.0TD;-;0,088120 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310990 €;0,259166 €;0,217389 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 1;3.0TD;-;0,046411 €;0,037335 €;0,020885 €;0,018459 €;0,013856 €;0,011727 €;0,278397 €;0,260697 €;0,235214 €;0,229507 €;0,218388 €;0,206084 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 1;6.1TD;-;0,066896 €;0,061289 €;0,036926 €;0,030288 €;0,010937 €;0,008726 €;0,233720 €;0,219020 €;0,201012 €;0,198384 €;0,186644 €;0,176226 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 2;2.0TD;-;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,300990 €;0,249166 €;0,207389 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 2;3.0TD;-;0,043672 €;0,034596 €;0,018146 €;0,015720 €;0,011117 €;0,008988 €;0,263397 €;0,245697 €;0,220214 €;0,214507 €;0,203388 €;0,191084 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 2;6.1TD;-;0,064157 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €;0,228720 €;0,214020 €;0,196012 €;0,193384 €;0,181644 €;0,171226 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 3;2.0TD;-;0,077161 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290990 €;0,239166 €;0,197389 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 3;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014350 €;0,009747 €;0,007618 €;0,258397 €;0,240697 €;0,215214 €;0,209507 €;0,198388 €;0,186084 €
BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 3;6.1TD;-;0,062787 €;0,057180 €;0,032817 €;0,026179 €;0,006828 €;0,004617 €;0,223720 €;0,209020 €;0,191012 €;0,188384 €;0,176644 €;0,166226 €
BALEARES;ENDESA;FIJO;TEMPO HAPPY;2.0TD;-;0,101064 €;0,034285 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310000 €;0,310000 €;0,310000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ENDESA;FIJO;TEMPO OPEN;2.0TD;-;0,098286 €;0,031508 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,215000 €;0,215000 €;0,215000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;ENDESA;FIJO;TEMPO OPEN 15≤30kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €
BALEARES;ENDESA;FIJO;TEMPO OPEN 30≤50kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €
BALEARES;ENDESA;FIJO;TEMPO OPEN 50≤100kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €
BALEARES;EVOLVE;FIJO;GOLD;2.0TD;-;0,102419 €;0,036555 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225338 €;0,225338 €;0,225338 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;EVOLVE;FIJO;GOLD;3.0TD;-;0,043788 €;0,038080 €;0,016444 €;0,015490 €;0,012966 €;0,010962 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €
BALEARES;EVOLVE;FIJO;SILVER;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €
BALEARES;FACTOR;FIJO;DOMESTICO_EXTRA1P;2.0TD;-;0,086653 €;0,021305 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,205022 €;0,205022 €;0,205022 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;DOMESTICO_EXTRA3P;2.0TD;-;0,086653 €;0,021305 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253951 €;0,194818 €;0,179385 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;DOMESTICO_MINI;2.0TD;-;0,071260 €;0,071260 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,175987 €;0,175987 €;0,175987 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;DOMESTICO_Precio WEB3P;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,257341 €;0,218834 €;0,170545 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;DOMESTICO_PRIME;2.0TD;-;0,089448 €;0,024357 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,233522 €;0,233522 €;0,233522 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_AHORRO;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,272892 €;0,206995 €;0,163707 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_AHORRO1P;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,209242 €;0,209242 €;0,209242 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRA;2.0TD;-;0,089025 €;0,026972 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,208419 €;0,199585 €;0,189555 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRA1P;2.0TD;-;0,089025 €;0,026972 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,198998 €;0,198998 €;0,198998 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;2.0TD;-;0,095912 €;0,027275 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,246299 €;0,227959 €;0,212855 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;2.0TD;-;0,095912 €;0,027275 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,227301 €;0,227301 €;0,227301 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRATOP;2.0TD;-;0,097244 €;0,035192 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,212419 €;0,203585 €;0,193555 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRATOP1P;2.0TD;-;0,097244 €;0,035192 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,202998 €;0,202998 €;0,202998 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_MINI1P;2.0TD;-;0,071260 €;0,071260 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,175987 €;0,175987 €;0,175987 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_PROFESIONAL;2.0TD;-;0,085410 €;0,023135 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,258942 €;0,194555 €;0,156695 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_PROFESIONAL1P;2.0TD;-;0,085410 €;0,023135 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,198614 €;0,198614 €;0,198614 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;FACTOR;FIJO;NEGOCIO_AHORRO;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,248178 €;0,224134 €;0,188165 €;0,179308 €;0,166278 €;0,158914 €
BALEARES;FACTOR;FIJO;NEGOCIO_AHORRO1P;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,188497 €;0,188497 €;0,188497 €;0,188497 €;0,188497 €;0,188497 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRA;3.0TD;-;0,048626 €;0,040796 €;0,021134 €;0,020544 €;0,017179 €;0,017069 €;0,196120 €;0,187402 €;0,186090 €;0,178419 €;0,177899 €;0,176492 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRA1P;3.0TD;-;0,048626 €;0,040796 €;0,021134 €;0,020544 €;0,017179 €;0,017069 €;0,179998 €;0,179998 €;0,179998 €;0,179998 €;0,179998 €;0,179998 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;3.0TD;-;0,051055 €;0,043696 €;0,023138 €;0,021415 €;0,018671 €;0,017715 €;0,208620 €;0,199902 €;0,198590 €;0,197919 €;0,197399 €;0,193992 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;3.0TD;-;0,051055 €;0,043696 €;0,023138 €;0,021415 €;0,018671 €;0,017715 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRATOP;3.0TD;-;0,049996 €;0,042166 €;0,022504 €;0,021914 €;0,018549 €;0,018438 €;0,200120 €;0,191402 €;0,190090 €;0,182419 €;0,181899 €;0,180492 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRATOP1P;3.0TD;-;0,049996 €;0,042166 €;0,022504 €;0,021914 €;0,018549 €;0,018438 €;0,186498 €;0,186498 €;0,186498 €;0,186498 €;0,186498 €;0,186498 €
BALEARES;FACTOR;FIJO;NEGOCIO_PROFESIONAL;3.0TD;-;0,046133 €;0,037508 €;0,018668 €;0,017531 €;0,013891 €;0,013781 €;0,240867 €;0,217312 €;0,181951 €;0,173123 €;0,160355 €;0,153347 €
BALEARES;FACTOR;FIJO;NEGOCIO_PROFESIONAL1P;3.0TD;-;0,046133 €;0,037508 €;0,018668 €;0,017531 €;0,013891 €;0,013781 €;0,182300 €;0,182300 €;0,182300 €;0,182300 €;0,182300 €;0,182300 €
BALEARES;FACTOR;FIJO;NEGOCIO_AHORRO;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,210705 €;0,190406 €;0,163506 €;0,157869 €;0,145216 €;0,139245 €
BALEARES;FACTOR;FIJO;NEGOCIO_AHORRO1P;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,162086 €;0,162086 €;0,162086 €;0,162086 €;0,162086 €;0,162086 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRA;6.1TD;-;0,068521 €;0,059962 €;0,033914 €;0,027047 €;0,020619 €;0,013004 €;0,198650 €;0,194953 €;0,183130 €;0,176730 €;0,174930 €;0,147288 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRA1P;6.1TD;-;0,068521 €;0,059962 €;0,033914 €;0,027047 €;0,020619 €;0,013004 €;0,171196 €;0,171196 €;0,171196 €;0,171196 €;0,171196 €;0,171196 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;6.1TD;-;0,071589 €;0,063030 €;0,036982 €;0,030115 €;0,023688 €;0,016072 €;0,212150 €;0,208453 €;0,196630 €;0,190230 €;0,188430 €;0,160788 €
BALEARES;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;6.1TD;-;0,071589 €;0,063030 €;0,036982 €;0,030115 €;0,023688 €;0,016072 €;0,184696 €;0,184696 €;0,184696 €;0,184696 €;0,184696 €;0,184696 €
