-;;;;;;;;8;9;10;11;12;13;14;15;16;17;18;19
-;;;;;;;;POTENCIA (€/kW/día);;;;;;ENERGIA (€/kWh);;;;;
-;soporte;CIA;SISTEMA;CIA;Producto CIA (potencia);Transporte Distribución;fee;P1;P2;P3;P4;P5;P6;P1;P2;P3;P4;P5;P6
-;PENINSULAELEIAFIJOTU ELIGES 26.1TD-;ELEIA;PENINSULA;;TU ELIGES 2;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20447 € ; 0,18977 € ; 0,17176 € ; 0,16914 € ; 0,15740 € ; 0,14698 € 
-;PENINSULAELEIAFIJOTU ELIGES 32.0TD-;ELEIA;PENINSULA;;TU ELIGES 3;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,24994 € ; 0,19811 € ; 0,15633 € ; -   € ; -   € ; -   € 
-;PENINSULAELEIAFIJOTU ELIGES 33.0TD-;ELEIA;PENINSULA;;TU ELIGES 3;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,22684 € ; 0,20914 € ; 0,18366 € ; 0,17795 € ; 0,16683 € ; 0,15453 € 
-;PENINSULAELEIAFIJOTU ELIGES 36.1TD-;ELEIA;PENINSULA;;TU ELIGES 3;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20047 € ; 0,18577 € ; 0,16776 € ; 0,16514 € ; 0,15340 € ; 0,14298 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 02.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 0;2.0TD;-; 0,09360 € ; 0,02505 € ; -   € ; -   € ; -   € ; -   € ; 0,33099 € ; 0,27917 € ; 0,23739 € ; -   € ; -   € ; -   € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 03.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 0;3.0TD;-; 0,04915 € ; 0,04008 € ; 0,02363 € ; 0,02120 € ; 0,01660 € ; 0,01447 € ; 0,28840 € ; 0,27070 € ; 0,24521 € ; 0,23951 € ; 0,22839 € ; 0,21608 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 06.1TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 0;6.1TD;-; 0,06964 € ; 0,06403 € ; 0,03967 € ; 0,03303 € ; 0,01368 € ; 0,01147 € ; 0,24872 € ; 0,23402 € ; 0,21601 € ; 0,21338 € ; 0,20164 € ; 0,19123 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 12.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 1;2.0TD;-; 0,08812 € ; 0,01957 € ; -   € ; -   € ; -   € ; -   € ; 0,31099 € ; 0,25917 € ; 0,21739 € ; -   € ; -   € ; -   € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 13.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 1;3.0TD;-; 0,04641 € ; 0,03734 € ; 0,02089 € ; 0,01846 € ; 0,01386 € ; 0,01173 € ; 0,27840 € ; 0,26070 € ; 0,23521 € ; 0,22951 € ; 0,21839 € ; 0,20608 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 16.1TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 1;6.1TD;-; 0,06690 € ; 0,06129 € ; 0,03693 € ; 0,03029 € ; 0,01094 € ; 0,00873 € ; 0,23372 € ; 0,21902 € ; 0,20101 € ; 0,19838 € ; 0,18664 € ; 0,17623 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 22.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 2;2.0TD;-; 0,08264 € ; 0,01409 € ; -   € ; -   € ; -   € ; -   € ; 0,30099 € ; 0,24917 € ; 0,20739 € ; -   € ; -   € ; -   € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 23.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 2;3.0TD;-; 0,04367 € ; 0,03460 € ; 0,01815 € ; 0,01572 € ; 0,01112 € ; 0,00899 € ; 0,26340 € ; 0,24570 € ; 0,22021 € ; 0,21451 € ; 0,20339 € ; 0,19108 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 26.1TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 2;6.1TD;-; 0,06416 € ; 0,05855 € ; 0,03419 € ; 0,02755 € ; 0,00820 € ; 0,00599 € ; 0,22872 € ; 0,21402 € ; 0,19601 € ; 0,19338 € ; 0,18164 € ; 0,17123 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 32.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 3;2.0TD;-; 0,07716 € ; 0,00861 € ; -   € ; -   € ; -   € ; -   € ; 0,29099 € ; 0,23917 € ; 0,19739 € ; -   € ; -   € ; -   € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 33.0TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 3;3.0TD;-; 0,04230 € ; 0,03323 € ; 0,01678 € ; 0,01435 € ; 0,00975 € ; 0,00762 € ; 0,25840 € ; 0,24070 € ; 0,21521 € ; 0,20951 € ; 0,19839 € ; 0,18608 € 
-;PENINSULAELEIAFIJOTU MEDIOAMBIENTE 36.1TD-;ELEIA;PENINSULA;;TU MEDIOAMBIENTE 3;6.1TD;-; 0,06279 € ; 0,05718 € ; 0,03282 € ; 0,02618 € ; 0,00683 € ; 0,00462 € ; 0,22372 € ; 0,20902 € ; 0,19101 € ; 0,18838 € ; 0,17664 € ; 0,16623 € 
-;CANARIASELEIAFIJOBALANCE OF ENERGY 02.0TD-;ELEIA;CANARIAS;;BALANCE OF ENERGY 0;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,21700 € ; 0,21700 € ; 0,21700 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOBALANCE OF ENERGY 12.0TD-;ELEIA;CANARIAS;;BALANCE OF ENERGY 1;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,20100 € ; 0,20100 € ; 0,20100 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOBALANCE OF ENERGY 22.0TD-;ELEIA;CANARIAS;;BALANCE OF ENERGY 2;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,18100 € ; 0,18100 € ; 0,18100 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOBALANCE OF ENERGY 32.0TD-;ELEIA;CANARIAS;;BALANCE OF ENERGY 3;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,16100 € ; 0,16100 € ; 0,16100 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOSIMPLEX2.0TD-;ELEIA;CANARIAS;;SIMPLEX;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,24494 € ; 0,19311 € ; 0,15133 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOSIMPLEX3.0TD-;ELEIA;CANARIAS;;SIMPLEX;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,22284 € ; 0,20514 € ; 0,17966 € ; 0,17395 € ; 0,16283 € ; 0,15053 € 
-;CANARIASELEIAFIJOSIMPLEX6.1TD-;ELEIA;CANARIAS;;SIMPLEX;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,19347 € ; 0,17877 € ; 0,16076 € ; 0,15814 € ; 0,14640 € ; 0,13598 € 
-;CANARIASELEIAFIJOTU DECIDES 02.0TD-;ELEIA;CANARIAS;;TU DECIDES 0;2.0TD;-; 0,11064 € ; 0,04478 € ; -   € ; -   € ; -   € ; -   € ; 0,26294 € ; 0,21111 € ; 0,16933 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU DECIDES 03.0TD-;ELEIA;CANARIAS;;TU DECIDES 0;3.0TD;-; 0,05475 € ; 0,04904 € ; 0,02740 € ; 0,02645 € ; 0,02393 € ; 0,02192 € ; 0,23484 € ; 0,21714 € ; 0,19166 € ; 0,18595 € ; 0,17483 € ; 0,16253 € 
-;CANARIASELEIAFIJOTU DECIDES 06.1TD-;ELEIA;CANARIAS;;TU DECIDES 0;6.1TD;-; 0,07525 € ; 0,06669 € ; 0,04062 € ; 0,03578 € ; 0,01756 € ; 0,01548 € ; 0,20947 € ; 0,19477 € ; 0,17676 € ; 0,17414 € ; 0,16240 € ; 0,15198 € 
-;CANARIASELEIAFIJOTU DECIDES 12.0TD-;ELEIA;CANARIAS;;TU DECIDES 1;2.0TD;-; 0,10543 € ; 0,03957 € ; -   € ; -   € ; -   € ; -   € ; 0,25904 € ; 0,20721 € ; 0,16543 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU DECIDES 13.0TD-;ELEIA;CANARIAS;;TU DECIDES 1;3.0TD;-; 0,05077 € ; 0,04507 € ; 0,02343 € ; 0,02248 € ; 0,01995 € ; 0,01795 € ; 0,23224 € ; 0,21454 € ; 0,18906 € ; 0,18335 € ; 0,17223 € ; 0,15993 € 
-;CANARIASELEIAFIJOTU DECIDES 16.1TD-;ELEIA;CANARIAS;;TU DECIDES 1;6.1TD;-; 0,07114 € ; 0,06258 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,20647 € ; 0,19177 € ; 0,17376 € ; 0,17114 € ; 0,15940 € ; 0,14898 € 
-;CANARIASELEIAFIJOTU DECIDES 22.0TD-;ELEIA;CANARIAS;;TU DECIDES 2;2.0TD;-; 0,09694 € ; 0,03108 € ; -   € ; -   € ; -   € ; -   € ; 0,25394 € ; 0,20211 € ; 0,16033 € ; -   € ; -   € ; -   € 
;CANARIASELEIAFIJOTU DECIDES 23.0TD-;ELEIA;CANARIAS;;TU DECIDES 2;3.0TD;-; 0,04454 € ; 0,03883 € ; 0,01720 € ; 0,01624 € ; 0,01372 € ; 0,01172 € ; 0,23084 € ; 0,21314 € ; 0,18766 € ; 0,18195 € ; 0,17083 € ; 0,15853 € 
-;CANARIASELEIAFIJOTU DECIDES 26.1TD-;ELEIA;CANARIAS;;TU DECIDES 2;6.1TD;-; 0,06840 € ; 0,05984 € ; 0,03377 € ; 0,02893 € ; 0,01071 € ; 0,00863 € ; 0,20447 € ; 0,18977 € ; 0,17176 € ; 0,16914 € ; 0,15740 € ; 0,14698 € 
-;CANARIASELEIAFIJOTU DECIDES 32.0TD-;ELEIA;CANARIAS;;TU DECIDES 3;2.0TD;-; 0,08324 € ; 0,01738 € ; -   € ; -   € ; -   € ; -   € ; 0,24994 € ; 0,19811 € ; 0,15633 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU DECIDES 33.0TD-;ELEIA;CANARIAS;;TU DECIDES 3;3.0TD;-; 0,04310 € ; 0,03740 € ; 0,01576 € ; 0,01481 € ; 0,01228 € ; 0,01028 € ; 0,22684 € ; 0,20914 € ; 0,18366 € ; 0,17795 € ; 0,16683 € ; 0,15453 € 
-;CANARIASELEIAFIJOTU DECIDES 36.1TD-;ELEIA;CANARIAS;;TU DECIDES 3;6.1TD;-; 0,06566 € ; 0,05710 € ; 0,03104 € ; 0,02619 € ; 0,00797 € ; 0,00589 € ; 0,20047 € ; 0,18577 € ; 0,16776 € ; 0,16514 € ; 0,15340 € ; 0,14298 € 
-;CANARIASELEIAFIJOTU ELIGES 02.0TD-;ELEIA;CANARIAS;;TU ELIGES 0;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,26294 € ; 0,21111 € ; 0,16933 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU ELIGES 03.0TD-;ELEIA;CANARIAS;;TU ELIGES 0;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,23484 € ; 0,21714 € ; 0,19166 € ; 0,18595 € ; 0,17483 € ; 0,16253 € 
-;CANARIASELEIAFIJOTU ELIGES 06.1TD-;ELEIA;CANARIAS;;TU ELIGES 0;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20947 € ; 0,19477 € ; 0,17676 € ; 0,17414 € ; 0,16240 € ; 0,15198 € 
-;CANARIASELEIAFIJOTU ELIGES 12.0TD-;ELEIA;CANARIAS;;TU ELIGES 1;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,25904 € ; 0,20721 € ; 0,16543 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU ELIGES 13.0TD-;ELEIA;CANARIAS;;TU ELIGES 1;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,23224 € ; 0,21454 € ; 0,18906 € ; 0,18335 € ; 0,17223 € ; 0,15993 € 
-;CANARIASELEIAFIJOTU ELIGES 16.1TD-;ELEIA;CANARIAS;;TU ELIGES 1;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20647 € ; 0,19177 € ; 0,17376 € ; 0,17114 € ; 0,15940 € ; 0,14898 € 
-;CANARIASELEIAFIJOTU ELIGES 22.0TD-;ELEIA;CANARIAS;;TU ELIGES 2;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,25394 € ; 0,20211 € ; 0,16033 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU ELIGES 23.0TD-;ELEIA;CANARIAS;;TU ELIGES 2;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,23084 € ; 0,21314 € ; 0,18766 € ; 0,18195 € ; 0,17083 € ; 0,15853 € 
-;CANARIASELEIAFIJOTU ELIGES 26.1TD-;ELEIA;CANARIAS;;TU ELIGES 2;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20447 € ; 0,18977 € ; 0,17176 € ; 0,16914 € ; 0,15740 € ; 0,14698 € 
-;CANARIASELEIAFIJOTU ELIGES 32.0TD-;ELEIA;CANARIAS;;TU ELIGES 3;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,24994 € ; 0,19811 € ; 0,15633 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU ELIGES 33.0TD-;ELEIA;CANARIAS;;TU ELIGES 3;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,22684 € ; 0,20914 € ; 0,18366 € ; 0,17795 € ; 0,16683 € ; 0,15453 € 
-;CANARIASELEIAFIJOTU ELIGES 36.1TD-;ELEIA;CANARIAS;;TU ELIGES 3;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20047 € ; 0,18577 € ; 0,16776 € ; 0,16514 € ; 0,15340 € ; 0,14298 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 02.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 0;2.0TD;-; 0,09360 € ; 0,02505 € ; -   € ; -   € ; -   € ; -   € ; 0,33099 € ; 0,27917 € ; 0,23739 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 03.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 0;3.0TD;-; 0,04915 € ; 0,04008 € ; 0,02363 € ; 0,02120 € ; 0,01660 € ; 0,01447 € ; 0,28840 € ; 0,27070 € ; 0,24521 € ; 0,23951 € ; 0,22839 € ; 0,21608 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 06.1TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 0;6.1TD;-; 0,06964 € ; 0,06403 € ; 0,03967 € ; 0,03303 € ; 0,01368 € ; 0,01147 € ; 0,24872 € ; 0,23402 € ; 0,21601 € ; 0,21338 € ; 0,20164 € ; 0,19123 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 12.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 1;2.0TD;-; 0,08812 € ; 0,01957 € ; -   € ; -   € ; -   € ; -   € ; 0,31099 € ; 0,25917 € ; 0,21739 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 13.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 1;3.0TD;-; 0,04641 € ; 0,03734 € ; 0,02089 € ; 0,01846 € ; 0,01386 € ; 0,01173 € ; 0,27840 € ; 0,26070 € ; 0,23521 € ; 0,22951 € ; 0,21839 € ; 0,20608 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 16.1TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 1;6.1TD;-; 0,06690 € ; 0,06129 € ; 0,03693 € ; 0,03029 € ; 0,01094 € ; 0,00873 € ; 0,23372 € ; 0,21902 € ; 0,20101 € ; 0,19838 € ; 0,18664 € ; 0,17623 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 22.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 2;2.0TD;-; 0,08264 € ; 0,01409 € ; -   € ; -   € ; -   € ; -   € ; 0,30099 € ; 0,24917 € ; 0,20739 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 23.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 2;3.0TD;-; 0,04367 € ; 0,03460 € ; 0,01815 € ; 0,01572 € ; 0,01112 € ; 0,00899 € ; 0,26340 € ; 0,24570 € ; 0,22021 € ; 0,21451 € ; 0,20339 € ; 0,19108 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 26.1TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 2;6.1TD;-; 0,06416 € ; 0,05855 € ; 0,03419 € ; 0,02755 € ; 0,00820 € ; 0,00599 € ; 0,22872 € ; 0,21402 € ; 0,19601 € ; 0,19338 € ; 0,18164 € ; 0,17123 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 32.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 3;2.0TD;-; 0,07716 € ; 0,00861 € ; -   € ; -   € ; -   € ; -   € ; 0,29099 € ; 0,23917 € ; 0,19739 € ; -   € ; -   € ; -   € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 33.0TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 3;3.0TD;-; 0,04230 € ; 0,03323 € ; 0,01678 € ; 0,01435 € ; 0,00975 € ; 0,00762 € ; 0,25840 € ; 0,24070 € ; 0,21521 € ; 0,20951 € ; 0,19839 € ; 0,18608 € 
-;CANARIASELEIAFIJOTU MEDIOAMBIENTE 36.1TD-;ELEIA;CANARIAS;;TU MEDIOAMBIENTE 3;6.1TD;-; 0,06279 € ; 0,05718 € ; 0,03282 € ; 0,02618 € ; 0,00683 € ; 0,00462 € ; 0,22372 € ; 0,20902 € ; 0,19101 € ; 0,18838 € ; 0,17664 € ; 0,16623 € 
-;BALEARESELEIAFIJOBALANCE OF ENERGY 02.0TD-;ELEIA;BALEARES;;BALANCE OF ENERGY 0;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,21700 € ; 0,21700 € ; 0,21700 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOBALANCE OF ENERGY 12.0TD-;ELEIA;BALEARES;;BALANCE OF ENERGY 1;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,20100 € ; 0,20100 € ; 0,20100 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOBALANCE OF ENERGY 22.0TD-;ELEIA;BALEARES;;BALANCE OF ENERGY 2;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,18100 € ; 0,18100 € ; 0,18100 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOBALANCE OF ENERGY 32.0TD-;ELEIA;BALEARES;;BALANCE OF ENERGY 3;2.0TD;-; 0,07168 € ; 0,07168 € ; -   € ; -   € ; -   € ; -   € ; 0,16100 € ; 0,16100 € ; 0,16100 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOSIMPLEX2.0TD-;ELEIA;BALEARES;;SIMPLEX;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,24494 € ; 0,19311 € ; 0,15133 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOSIMPLEX3.0TD-;ELEIA;BALEARES;;SIMPLEX;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,22284 € ; 0,20514 € ; 0,17966 € ; 0,17395 € ; 0,16283 € ; 0,15053 € 
-;BALEARESELEIAFIJOSIMPLEX6.1TD-;ELEIA;BALEARES;;SIMPLEX;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,19347 € ; 0,17877 € ; 0,16076 € ; 0,15814 € ; 0,14640 € ; 0,13598 € 
-;BALEARESELEIAFIJOTU DECIDES 02.0TD-;ELEIA;BALEARES;;TU DECIDES 0;2.0TD;-; 0,11064 € ; 0,04478 € ; -   € ; -   € ; -   € ; -   € ; 0,26294 € ; 0,21111 € ; 0,16933 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOTU DECIDES 03.0TD-;ELEIA;BALEARES;;TU DECIDES 0;3.0TD;-; 0,05475 € ; 0,04904 € ; 0,02740 € ; 0,02645 € ; 0,02393 € ; 0,02192 € ; 0,23484 € ; 0,21714 € ; 0,19166 € ; 0,18595 € ; 0,17483 € ; 0,16253 € 
-;BALEARESELEIAFIJOTU DECIDES 06.1TD-;ELEIA;BALEARES;;TU DECIDES 0;6.1TD;-; 0,07525 € ; 0,06669 € ; 0,04062 € ; 0,03578 € ; 0,01756 € ; 0,01548 € ; 0,20947 € ; 0,19477 € ; 0,17676 € ; 0,17414 € ; 0,16240 € ; 0,15198 € 
-;BALEARESELEIAFIJOTU DECIDES 12.0TD-;ELEIA;BALEARES;;TU DECIDES 1;2.0TD;-; 0,10543 € ; 0,03957 € ; -   € ; -   € ; -   € ; -   € ; 0,25904 € ; 0,20721 € ; 0,16543 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOTU DECIDES 13.0TD-;ELEIA;BALEARES;;TU DECIDES 1;3.0TD;-; 0,05077 € ; 0,04507 € ; 0,02343 € ; 0,02248 € ; 0,01995 € ; 0,01795 € ; 0,23224 € ; 0,21454 € ; 0,18906 € ; 0,18335 € ; 0,17223 € ; 0,15993 € 
-;BALEARESELEIAFIJOTU DECIDES 16.1TD-;ELEIA;BALEARES;;TU DECIDES 1;6.1TD;-; 0,07114 € ; 0,06258 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,20647 € ; 0,19177 € ; 0,17376 € ; 0,17114 € ; 0,15940 € ; 0,14898 € 
-;BALEARESELEIAFIJOTU DECIDES 22.0TD-;ELEIA;BALEARES;;TU DECIDES 2;2.0TD;-; 0,09694 € ; 0,03108 € ; -   € ; -   € ; -   € ; -   € ; 0,25394 € ; 0,20211 € ; 0,16033 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOTU DECIDES 23.0TD-;ELEIA;BALEARES;;TU DECIDES 2;3.0TD;-; 0,04454 € ; 0,03883 € ; 0,01720 € ; 0,01624 € ; 0,01372 € ; 0,01172 € ; 0,23084 € ; 0,21314 € ; 0,18766 € ; 0,18195 € ; 0,17083 € ; 0,15853 € 
-;BALEARESELEIAFIJOTU DECIDES 26.1TD-;ELEIA;BALEARES;;TU DECIDES 2;6.1TD;-; 0,06840 € ; 0,05984 € ; 0,03377 € ; 0,02893 € ; 0,01071 € ; 0,00863 € ; 0,20447 € ; 0,18977 € ; 0,17176 € ; 0,16914 € ; 0,15740 € ; 0,14698 € 
-;BALEARESELEIAFIJOTU DECIDES 32.0TD-;ELEIA;BALEARES;;TU DECIDES 3;2.0TD;-; 0,08324 € ; 0,01738 € ; -   € ; -   € ; -   € ; -   € ; 0,24994 € ; 0,19811 € ; 0,15633 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOTU DECIDES 33.0TD-;ELEIA;BALEARES;;TU DECIDES 3;3.0TD;-; 0,04310 € ; 0,03740 € ; 0,01576 € ; 0,01481 € ; 0,01228 € ; 0,01028 € ; 0,22684 € ; 0,20914 € ; 0,18366 € ; 0,17795 € ; 0,16683 € ; 0,15453 € 
-;BALEARESELEIAFIJOTU DECIDES 36.1TD-;ELEIA;BALEARES;;TU DECIDES 3;6.1TD;-; 0,06566 € ; 0,05710 € ; 0,03104 € ; 0,02619 € ; 0,00797 € ; 0,00589 € ; 0,20047 € ; 0,18577 € ; 0,16776 € ; 0,16514 € ; 0,15340 € ; 0,14298 € 
-;BALEARESELEIAFIJOTU ELIGES 02.0TD-;ELEIA;BALEARES;;TU ELIGES 0;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,26294 € ; 0,21111 € ; 0,16933 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOTU ELIGES 03.0TD-;ELEIA;BALEARES;;TU ELIGES 0;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,23484 € ; 0,21714 € ; 0,19166 € ; 0,18595 € ; 0,17483 € ; 0,16253 € 
-;BALEARESELEIAFIJOTU ELIGES 06.1TD-;ELEIA;BALEARES;;TU ELIGES 0;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20947 € ; 0,19477 € ; 0,17676 € ; 0,17414 € ; 0,16240 € ; 0,15198 € 
-;BALEARESELEIAFIJOTU ELIGES 12.0TD-;ELEIA;BALEARES;;TU ELIGES 1;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,25904 € ; 0,20721 € ; 0,16543 € ; -   € ; -   € ; -   € 
-;BALEARESELEIAFIJOTU ELIGES 13.0TD-;ELEIA;BALEARES;;TU ELIGES 1;3.0TD;-; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,23224 € ; 0,21454 € ; 0,18906 € ; 0,18335 € ; 0,17223 € ; 0,15993 € 
-;BALEARESELEIAFIJOTU ELIGES 16.1TD-;ELEIA;BALEARES;;TU ELIGES 1;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20647 € ; 0,19177 € ; 0,17376 € ; 0,17114 € ; 0,15940 € ; 0,14898 € 
