-;;;;;;;;8;9;10;11;12;13;14;15;16;17;18;19
-;;;;;;;;POTENCIA (€/kW/día);;;;;;ENERGIA (€/kWh);;;;;
-;soporte;CIA;SISTEMA;CIA;Producto CIA (potencia);Transporte Distribución;fee;P1;P2;P3;P4;P5;P6;P1;P2;P3;P4;P5;P6
-;PENINSULAAEQFIJOARMONIA6.2TD30;AEQ;PENINSULA;;ARMONIA;6.2TD;30; 0,04336 € ; 0,04017 € ; 0,01711 € ; 0,01348 € ; 0,00328 € ; 0,00206 € ; 0,22571 € ; 0,20677 € ; 0,21009 € ; 0,19552 € ; 0,18114 € ; 0,17651 € 
-;PENINSULAAEQFIJOEQUILIBRIO6.2TD30;AEQ;PENINSULA;;EQUILIBRIO;6.2TD;30; 0,04336 € ; 0,04017 € ; 0,02533 € ; 0,02169 € ; 0,01150 € ; 0,01028 € ; 0,22571 € ; 0,20677 € ; 0,21009 € ; 0,19552 € ; 0,18114 € ; 0,17651 € 
-;PENINSULAAEQFIJOSIMETRIA6.2TD30;AEQ;PENINSULA;;SIMETRIA;6.2TD;30; 0,04336 € ; 0,04017 € ; 0,03252 € ; 0,02889 € ; 0,01869 € ; 0,01747 € ; 0,22571 € ; 0,20677 € ; 0,21009 € ; 0,19552 € ; 0,18114 € ; 0,17651 € 
-;CANARIASAEQFIJOARMONIA2.0TD3;AEQ;CANARIAS;;ARMONIA;2.0TD;3; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,27480 € ; 0,22063 € ; 0,18432 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD3;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;3; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,27480 € ; 0,22063 € ; 0,18432 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD3;AEQ;CANARIAS;;SIMETRIA;2.0TD;3; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,27480 € ; 0,22063 € ; 0,18432 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD6;AEQ;CANARIAS;;ARMONIA;2.0TD;6; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,27780 € ; 0,22363 € ; 0,18732 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD6;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;6; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,27780 € ; 0,22363 € ; 0,18732 € ; -   € ; -   € ; -   € 
;CANARIASAEQFIJOSIMETRIA2.0TD6;AEQ;CANARIAS;;SIMETRIA;2.0TD;6; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,27780 € ; 0,22363 € ; 0,18732 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD8;AEQ;CANARIAS;;ARMONIA;2.0TD;8; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,27980 € ; 0,22563 € ; 0,18932 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD8;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;8; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,27980 € ; 0,22563 € ; 0,18932 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD8;AEQ;CANARIAS;;SIMETRIA;2.0TD;8; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,27980 € ; 0,22563 € ; 0,18932 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD10;AEQ;CANARIAS;;ARMONIA;2.0TD;10; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,28180 € ; 0,22763 € ; 0,19132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD10;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;10; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,28180 € ; 0,22763 € ; 0,19132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD10;AEQ;CANARIAS;;SIMETRIA;2.0TD;10; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,28180 € ; 0,22763 € ; 0,19132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD15;AEQ;CANARIAS;;ARMONIA;2.0TD;15; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,28680 € ; 0,23263 € ; 0,19632 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD15;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;15; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,28680 € ; 0,23263 € ; 0,19632 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD15;AEQ;CANARIAS;;SIMETRIA;2.0TD;15; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,28680 € ; 0,23263 € ; 0,19632 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD20;AEQ;CANARIAS;;ARMONIA;2.0TD;20; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,29180 € ; 0,23763 € ; 0,20132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD20;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;20; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,29180 € ; 0,23763 € ; 0,20132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD20;AEQ;CANARIAS;;SIMETRIA;2.0TD;20; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,29180 € ; 0,23763 € ; 0,20132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD25;AEQ;CANARIAS;;ARMONIA;2.0TD;25; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,29680 € ; 0,24263 € ; 0,20632 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD25;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;25; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,29680 € ; 0,24263 € ; 0,20632 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD25;AEQ;CANARIAS;;SIMETRIA;2.0TD;25; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,29680 € ; 0,24263 € ; 0,20632 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA2.0TD30;AEQ;CANARIAS;;ARMONIA;2.0TD;30; 0,07180 € ; 0,00553 € ; -   € ; -   € ; -   € ; -   € ; 0,30180 € ; 0,24763 € ; 0,21132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOEQUILIBRIO2.0TD30;AEQ;CANARIAS;;EQUILIBRIO;2.0TD;30; 0,08160 € ; 0,01354 € ; -   € ; -   € ; -   € ; -   € ; 0,30180 € ; 0,24763 € ; 0,21132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOSIMETRIA2.0TD30;AEQ;CANARIAS;;SIMETRIA;2.0TD;30; 0,09215 € ; 0,02217 € ; -   € ; -   € ; -   € ; -   € ; 0,30180 € ; 0,24763 € ; 0,21132 € ; -   € ; -   € ; -   € 
-;CANARIASAEQFIJOARMONIA3.0TD3;AEQ;CANARIAS;;ARMONIA;3.0TD;3; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,26508 € ; 0,24431 € ; 0,21635 € ; 0,19806 € ; 0,17870 € ; 0,17637 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD3;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;3; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,26508 € ; 0,24431 € ; 0,21635 € ; 0,19806 € ; 0,17870 € ; 0,17637 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD3;AEQ;CANARIAS;;SIMETRIA;3.0TD;3; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,26508 € ; 0,24431 € ; 0,21635 € ; 0,19806 € ; 0,17870 € ; 0,17637 € 
-;CANARIASAEQFIJOARMONIA3.0TD6;AEQ;CANARIAS;;ARMONIA;3.0TD;6; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,26808 € ; 0,24731 € ; 0,21935 € ; 0,20106 € ; 0,18170 € ; 0,17937 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD6;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;6; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,26808 € ; 0,24731 € ; 0,21935 € ; 0,20106 € ; 0,18170 € ; 0,17937 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD6;AEQ;CANARIAS;;SIMETRIA;3.0TD;6; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,26808 € ; 0,24731 € ; 0,21935 € ; 0,20106 € ; 0,18170 € ; 0,17937 € 
-;CANARIASAEQFIJOARMONIA3.0TD8;AEQ;CANARIAS;;ARMONIA;3.0TD;8; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,27008 € ; 0,24931 € ; 0,22135 € ; 0,20306 € ; 0,18370 € ; 0,18137 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD8;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;8; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,27008 € ; 0,24931 € ; 0,22135 € ; 0,20306 € ; 0,18370 € ; 0,18137 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD8;AEQ;CANARIAS;;SIMETRIA;3.0TD;8; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,27008 € ; 0,24931 € ; 0,22135 € ; 0,20306 € ; 0,18370 € ; 0,18137 € 
-;CANARIASAEQFIJOARMONIA3.0TD10;AEQ;CANARIAS;;ARMONIA;3.0TD;10; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,27208 € ; 0,25131 € ; 0,22335 € ; 0,20506 € ; 0,18570 € ; 0,18337 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD10;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;10; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,27208 € ; 0,25131 € ; 0,22335 € ; 0,20506 € ; 0,18570 € ; 0,18337 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD10;AEQ;CANARIAS;;SIMETRIA;3.0TD;10; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,27208 € ; 0,25131 € ; 0,22335 € ; 0,20506 € ; 0,18570 € ; 0,18337 € 
-;CANARIASAEQFIJOARMONIA3.0TD15;AEQ;CANARIAS;;ARMONIA;3.0TD;15; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,27708 € ; 0,25631 € ; 0,22835 € ; 0,21006 € ; 0,19070 € ; 0,18837 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD15;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;15; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,27708 € ; 0,25631 € ; 0,22835 € ; 0,21006 € ; 0,19070 € ; 0,18837 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD15;AEQ;CANARIAS;;SIMETRIA;3.0TD;15; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,27708 € ; 0,25631 € ; 0,22835 € ; 0,21006 € ; 0,19070 € ; 0,18837 € 
-;CANARIASAEQFIJOARMONIA3.0TD20;AEQ;CANARIAS;;ARMONIA;3.0TD;20; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,28208 € ; 0,26131 € ; 0,23335 € ; 0,21506 € ; 0,19570 € ; 0,19337 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD20;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;20; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,28208 € ; 0,26131 € ; 0,23335 € ; 0,21506 € ; 0,19570 € ; 0,19337 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD20;AEQ;CANARIAS;;SIMETRIA;3.0TD;20; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,28208 € ; 0,26131 € ; 0,23335 € ; 0,21506 € ; 0,19570 € ; 0,19337 € 
-;CANARIASAEQFIJOARMONIA3.0TD25;AEQ;CANARIAS;;ARMONIA;3.0TD;25; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,28708 € ; 0,26631 € ; 0,23835 € ; 0,22006 € ; 0,20070 € ; 0,19837 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD25;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;25; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,28708 € ; 0,26631 € ; 0,23835 € ; 0,22006 € ; 0,20070 € ; 0,19837 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD25;AEQ;CANARIAS;;SIMETRIA;3.0TD;25; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,28708 € ; 0,26631 € ; 0,23835 € ; 0,22006 € ; 0,20070 € ; 0,19837 € 
-;CANARIASAEQFIJOARMONIA3.0TD30;AEQ;CANARIAS;;ARMONIA;3.0TD;30; 0,03831 € ; 0,03260 € ; 0,01097 € ; 0,01001 € ; 0,00749 € ; 0,00548 € ; 0,29208 € ; 0,27131 € ; 0,24335 € ; 0,22506 € ; 0,20570 € ; 0,20337 € 
-;CANARIASAEQFIJOEQUILIBRIO3.0TD30;AEQ;CANARIAS;;EQUILIBRIO;3.0TD;30; 0,03831 € ; 0,03260 € ; 0,02124 € ; 0,02029 € ; 0,01776 € ; 0,01576 € ; 0,29208 € ; 0,27131 € ; 0,24335 € ; 0,22506 € ; 0,20570 € ; 0,20337 € 
-;CANARIASAEQFIJOSIMETRIA3.0TD30;AEQ;CANARIAS;;SIMETRIA;3.0TD;30; 0,03831 € ; 0,03260 € ; 0,03562 € ; 0,03467 € ; 0,03214 € ; 0,03014 € ; 0,29208 € ; 0,27131 € ; 0,24335 € ; 0,22506 € ; 0,20570 € ; 0,20337 € 
-;CANARIASAEQFIJOARMONIA6.1TD1.5;AEQ;CANARIAS;;ARMONIA;6.1TD;1,5; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,23218 € ; 0,20856 € ; 0,19634 € ; 0,18105 € ; 0,16382 € ; 0,15795 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD1.5;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;1,5; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,23218 € ; 0,20856 € ; 0,19634 € ; 0,18105 € ; 0,16382 € ; 0,15795 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD1.5;AEQ;CANARIAS;;SIMETRIA;6.1TD;1,5; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,23218 € ; 0,20856 € ; 0,19634 € ; 0,18105 € ; 0,16382 € ; 0,15795 € 
-;CANARIASAEQFIJOARMONIA6.1TD3;AEQ;CANARIAS;;ARMONIA;6.1TD;3; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,23368 € ; 0,21006 € ; 0,19784 € ; 0,18255 € ; 0,16532 € ; 0,15945 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD3;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;3; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,23368 € ; 0,21006 € ; 0,19784 € ; 0,18255 € ; 0,16532 € ; 0,15945 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD3;AEQ;CANARIAS;;SIMETRIA;6.1TD;3; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,23368 € ; 0,21006 € ; 0,19784 € ; 0,18255 € ; 0,16532 € ; 0,15945 € 
-;CANARIASAEQFIJOARMONIA6.1TD4;AEQ;CANARIAS;;ARMONIA;6.1TD;4; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,23468 € ; 0,21106 € ; 0,19884 € ; 0,18355 € ; 0,16632 € ; 0,16045 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD4;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;4; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,23468 € ; 0,21106 € ; 0,19884 € ; 0,18355 € ; 0,16632 € ; 0,16045 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD4;AEQ;CANARIAS;;SIMETRIA;6.1TD;4; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,23468 € ; 0,21106 € ; 0,19884 € ; 0,18355 € ; 0,16632 € ; 0,16045 € 
-;CANARIASAEQFIJOARMONIA6.1TD5;AEQ;CANARIAS;;ARMONIA;6.1TD;5; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,23568 € ; 0,21206 € ; 0,19984 € ; 0,18455 € ; 0,16732 € ; 0,16145 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD5;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;5; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,23568 € ; 0,21206 € ; 0,19984 € ; 0,18455 € ; 0,16732 € ; 0,16145 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD5;AEQ;CANARIAS;;SIMETRIA;6.1TD;5; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,23568 € ; 0,21206 € ; 0,19984 € ; 0,18455 € ; 0,16732 € ; 0,16145 € 
-;CANARIASAEQFIJOARMONIA6.1TD6;AEQ;CANARIAS;;ARMONIA;6.1TD;6; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,23668 € ; 0,21306 € ; 0,20084 € ; 0,18555 € ; 0,16832 € ; 0,16245 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD6;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;6; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,23668 € ; 0,21306 € ; 0,20084 € ; 0,18555 € ; 0,16832 € ; 0,16245 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD6;AEQ;CANARIAS;;SIMETRIA;6.1TD;6; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,23668 € ; 0,21306 € ; 0,20084 € ; 0,18555 € ; 0,16832 € ; 0,16245 € 
-;CANARIASAEQFIJOARMONIA6.1TD8;AEQ;CANARIAS;;ARMONIA;6.1TD;8; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,23868 € ; 0,21506 € ; 0,20284 € ; 0,18755 € ; 0,17032 € ; 0,16445 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD8;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;8; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,23868 € ; 0,21506 € ; 0,20284 € ; 0,18755 € ; 0,17032 € ; 0,16445 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD8;AEQ;CANARIAS;;SIMETRIA;6.1TD;8; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,23868 € ; 0,21506 € ; 0,20284 € ; 0,18755 € ; 0,17032 € ; 0,16445 € 
-;CANARIASAEQFIJOARMONIA6.1TD10;AEQ;CANARIAS;;ARMONIA;6.1TD;10; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,24068 € ; 0,21706 € ; 0,20484 € ; 0,18955 € ; 0,17232 € ; 0,16645 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD10;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;10; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,24068 € ; 0,21706 € ; 0,20484 € ; 0,18955 € ; 0,17232 € ; 0,16645 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD10;AEQ;CANARIAS;;SIMETRIA;6.1TD;10; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,24068 € ; 0,21706 € ; 0,20484 € ; 0,18955 € ; 0,17232 € ; 0,16645 € 
-;CANARIASAEQFIJOARMONIA6.1TD15;AEQ;CANARIAS;;ARMONIA;6.1TD;15; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,24568 € ; 0,22206 € ; 0,20984 € ; 0,19455 € ; 0,17732 € ; 0,17145 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD15;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;15; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,24568 € ; 0,22206 € ; 0,20984 € ; 0,19455 € ; 0,17732 € ; 0,17145 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD15;AEQ;CANARIAS;;SIMETRIA;6.1TD;15; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,24568 € ; 0,22206 € ; 0,20984 € ; 0,19455 € ; 0,17732 € ; 0,17145 € 
-;CANARIASAEQFIJOARMONIA6.1TD20;AEQ;CANARIAS;;ARMONIA;6.1TD;20; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,25068 € ; 0,22706 € ; 0,21484 € ; 0,19955 € ; 0,18232 € ; 0,17645 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD20;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;20; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,25068 € ; 0,22706 € ; 0,21484 € ; 0,19955 € ; 0,18232 € ; 0,17645 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD20;AEQ;CANARIAS;;SIMETRIA;6.1TD;20; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,25068 € ; 0,22706 € ; 0,21484 € ; 0,19955 € ; 0,18232 € ; 0,17645 € 
;CANARIASAEQFIJOARMONIA6.1TD25;AEQ;CANARIAS;;ARMONIA;6.1TD;25; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,25568 € ; 0,23206 € ; 0,21984 € ; 0,20455 € ; 0,18732 € ; 0,18145 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD25;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;25; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,25568 € ; 0,23206 € ; 0,21984 € ; 0,20455 € ; 0,18732 € ; 0,18145 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD25;AEQ;CANARIAS;;SIMETRIA;6.1TD;25; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,25568 € ; 0,23206 € ; 0,21984 € ; 0,20455 € ; 0,18732 € ; 0,18145 € 
-;CANARIASAEQFIJOARMONIA6.1TD30;AEQ;CANARIAS;;ARMONIA;6.1TD;30; 0,06292 € ; 0,05436 € ; 0,02830 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,26068 € ; 0,23706 € ; 0,22484 € ; 0,20955 € ; 0,19232 € ; 0,18645 € 
-;CANARIASAEQFIJOEQUILIBRIO6.1TD30;AEQ;CANARIAS;;EQUILIBRIO;6.1TD;30; 0,06292 € ; 0,05436 € ; 0,03651 € ; 0,03167 € ; 0,01345 € ; 0,01137 € ; 0,26068 € ; 0,23706 € ; 0,22484 € ; 0,20955 € ; 0,19232 € ; 0,18645 € 
-;CANARIASAEQFIJOSIMETRIA6.1TD30;AEQ;CANARIAS;;SIMETRIA;6.1TD;30; 0,06292 € ; 0,05436 € ; 0,04371 € ; 0,03887 € ; 0,02064 € ; 0,01856 € ; 0,26068 € ; 0,23706 € ; 0,22484 € ; 0,20955 € ; 0,19232 € ; 0,18645 € 
-;CANARIASAEQFIJOARMONIA6.2TD1.5;AEQ;CANARIAS;;ARMONIA;6.2TD;1,5; 0,04336 € ; 0,04017 € ; 0,01711 € ; 0,01348 € ; 0,00328 € ; 0,00206 € ; 0,20990 € ; 0,18790 € ; 0,19174 € ; 0,17482 € ; 0,16106 € ; 0,15644 € 
-;CANARIASAEQFIJOEQUILIBRIO6.2TD1.5;AEQ;CANARIAS;;EQUILIBRIO;6.2TD;1,5; 0,04336 € ; 0,04017 € ; 0,02533 € ; 0,02169 € ; 0,01150 € ; 0,01028 € ; 0,20990 € ; 0,18790 € ; 0,19174 € ; 0,17482 € ; 0,16106 € ; 0,15644 € 
-;CANARIASAEQFIJOSIMETRIA6.2TD1.5;AEQ;CANARIAS;;SIMETRIA;6.2TD;1,5; 0,04336 € ; 0,04017 € ; 0,03252 € ; 0,02889 € ; 0,01869 € ; 0,01747 € ; 0,20990 € ; 0,18790 € ; 0,19174 € ; 0,17482 € ; 0,16106 € ; 0,15644 € 
