1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
soporte;sistema;cia;producto;producto cia;tarifa;fee;P1;P2;P3;P4;P5;P6;P1.;P2.;P3.;P4.;P5.;P6.
PENINSULAELEIAFIJOTU MEDIOAMBIENTE 23.0TD-;PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 2;3.0TD;-;0,043672 €;0,034596 €;0,018146 €;0,015720 €;0,011117 €;0,008988 €;0,263397 €;0,245697 €;0,220214 €;0,214507 €;0,203388 €;0,191084 €
PENINSULAELEIAFIJOTU MEDIOAMBIENTE 26.1TD-;PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 2;6.1TD;-;0,064157 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €;0,228720 €;0,214020 €;0,196012 €;0,193384 €;0,181644 €;0,171226 €
PENINSULAELEIAFIJOTU MEDIOAMBIENTE 32.0TD-;PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 3;2.0TD;-;0,077161 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290990 €;0,239166 €;0,197389 €;0,000000 €;0,000000 €;0,000000 €
PENINSULAELEIAFIJOTU MEDIOAMBIENTE 33.0TD-;PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 3;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014350 €;0,009747 €;0,007618 €;0,258397 €;0,240697 €;0,215214 €;0,209507 €;0,198388 €;0,186084 €
PENINSULAELEIAFIJOTU MEDIOAMBIENTE 36.1TD-;PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 3;6.1TD;-;0,062787 €;0,057180 €;0,032817 €;0,026179 €;0,006828 €;0,004617 €;0,223720 €;0,209020 €;0,191012 €;0,188384 €;0,176644 €;0,166226 €
CANARIASELEIAFIJOBALANCE OF ENERGY 02.0TD-;CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 0;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,217000 €;0,217000 €;0,217000 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOBALANCE OF ENERGY 12.0TD-;CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 1;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,201000 €;0,201000 €;0,201000 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOBALANCE OF ENERGY 22.0TD-;CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 2;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,181000 €;0,181000 €;0,181000 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOBALANCE OF ENERGY 32.0TD-;CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 3;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,161000 €;0,161000 €;0,161000 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOSIMPLEX2.0TD-;CANARIAS;ELEIA;FIJO;SIMPLEX;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,244936 €;0,193112 €;0,151333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOSIMPLEX3.0TD-;CANARIAS;ELEIA;FIJO;SIMPLEX;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,222843 €;0,205142 €;0,179660 €;0,173953 €;0,162834 €;0,150528 €
CANARIASELEIAFIJOSIMPLEX6.1TD-;CANARIAS;ELEIA;FIJO;SIMPLEX;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,193471 €;0,178771 €;0,160763 €;0,158135 €;0,146395 €;0,135976 €
CANARIASELEIAFIJOTU DECIDES 02.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 0;2.0TD;-;0,110639 €;0,044775 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU DECIDES 03.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 0;3.0TD;-;0,054746 €;0,049038 €;0,027403 €;0,026449 €;0,023925 €;0,021921 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
CANARIASELEIAFIJOTU DECIDES 06.1TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 0;6.1TD;-;0,075247 €;0,066688 €;0,040624 €;0,035783 €;0,017558 €;0,015477 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
CANARIASELEIAFIJOTU DECIDES 12.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 1;2.0TD;-;0,105433 €;0,039569 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU DECIDES 13.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 1;3.0TD;-;0,050774 €;0,045066 €;0,023431 €;0,022477 €;0,019953 €;0,017949 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
CANARIASELEIAFIJOTU DECIDES 16.1TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 1;6.1TD;-;0,071137 €;0,062578 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
CANARIASELEIAFIJOTU DECIDES 22.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 2;2.0TD;-;0,096940 €;0,031076 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU DECIDES 23.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 2;3.0TD;-;0,044541 €;0,038833 €;0,017198 €;0,016244 €;0,013720 €;0,011716 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
CANARIASELEIAFIJOTU DECIDES 26.1TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 2;6.1TD;-;0,068397 €;0,059838 €;0,033774 €;0,028933 €;0,010708 €;0,008627 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
CANARIASELEIAFIJOTU DECIDES 32.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 3;2.0TD;-;0,083242 €;0,017378 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU DECIDES 33.0TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 3;3.0TD;-;0,043103 €;0,037395 €;0,015760 €;0,014806 €;0,012282 €;0,010278 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
CANARIASELEIAFIJOTU DECIDES 36.1TD-;CANARIAS;ELEIA;FIJO;TU DECIDES 3;6.1TD;-;0,065658 €;0,057099 €;0,031035 €;0,026194 €;0,007969 €;0,005888 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
CANARIASELEIAFIJOTU ELIGES 02.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 0;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU ELIGES 03.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 0;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
CANARIASELEIAFIJOTU ELIGES 06.1TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 0;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
CANARIASELEIAFIJOTU ELIGES 12.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 1;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU ELIGES 13.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 1;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
CANARIASELEIAFIJOTU ELIGES 16.1TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
CANARIASELEIAFIJOTU ELIGES 22.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 2;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU ELIGES 23.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 2;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
CANARIASELEIAFIJOTU ELIGES 26.1TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 2;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
CANARIASELEIAFIJOTU ELIGES 32.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 3;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU ELIGES 33.0TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 3;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
CANARIASELEIAFIJOTU ELIGES 36.1TD-;CANARIAS;ELEIA;FIJO;TU ELIGES 3;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 02.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 0;2.0TD;-;0,093600 €;0,025050 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,330990 €;0,279166 €;0,237389 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 03.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 0;3.0TD;-;0,049151 €;0,040075 €;0,023625 €;0,021199 €;0,016596 €;0,014467 €;0,288397 €;0,270697 €;0,245214 €;0,239507 €;0,228388 €;0,216084 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 06.1TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 0;6.1TD;-;0,069636 €;0,064029 €;0,039666 €;0,033028 €;0,013677 €;0,011466 €;0,248720 €;0,234020 €;0,216012 €;0,213384 €;0,201644 €;0,191226 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 12.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 1;2.0TD;-;0,088120 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310990 €;0,259166 €;0,217389 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 13.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 1;3.0TD;-;0,046411 €;0,037335 €;0,020885 €;0,018459 €;0,013856 €;0,011727 €;0,278397 €;0,260697 €;0,235214 €;0,229507 €;0,218388 €;0,206084 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 16.1TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 1;6.1TD;-;0,066896 €;0,061289 €;0,036926 €;0,030288 €;0,010937 €;0,008726 €;0,233720 €;0,219020 €;0,201012 €;0,198384 €;0,186644 €;0,176226 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 22.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 2;2.0TD;-;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,300990 €;0,249166 €;0,207389 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 23.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 2;3.0TD;-;0,043672 €;0,034596 €;0,018146 €;0,015720 €;0,011117 €;0,008988 €;0,263397 €;0,245697 €;0,220214 €;0,214507 €;0,203388 €;0,191084 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 26.1TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 2;6.1TD;-;0,064157 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €;0,228720 €;0,214020 €;0,196012 €;0,193384 €;0,181644 €;0,171226 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 32.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 3;2.0TD;-;0,077161 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290990 €;0,239166 €;0,197389 €;0,000000 €;0,000000 €;0,000000 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 33.0TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 3;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014350 €;0,009747 €;0,007618 €;0,258397 €;0,240697 €;0,215214 €;0,209507 €;0,198388 €;0,186084 €
CANARIASELEIAFIJOTU MEDIOAMBIENTE 36.1TD-;CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 3;6.1TD;-;0,062787 €;0,057180 €;0,032817 €;0,026179 €;0,006828 €;0,004617 €;0,223720 €;0,209020 €;0,191012 €;0,188384 €;0,176644 €;0,166226 €
BALEARESELEIAFIJOBALANCE OF ENERGY 02.0TD-;BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 0;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,217000 €;0,217000 €;0,217000 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOBALANCE OF ENERGY 12.0TD-;BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 1;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,201000 €;0,201000 €;0,201000 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOBALANCE OF ENERGY 22.0TD-;BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 2;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,181000 €;0,181000 €;0,181000 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOBALANCE OF ENERGY 32.0TD-;BALEARES;ELEIA;FIJO;BALANCE OF ENERGY 3;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,161000 €;0,161000 €;0,161000 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOSIMPLEX2.0TD-;BALEARES;ELEIA;FIJO;SIMPLEX;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,244936 €;0,193112 €;0,151333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOSIMPLEX3.0TD-;BALEARES;ELEIA;FIJO;SIMPLEX;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,222843 €;0,205142 €;0,179660 €;0,173953 €;0,162834 €;0,150528 €
BALEARESELEIAFIJOSIMPLEX6.1TD-;BALEARES;ELEIA;FIJO;SIMPLEX;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,193471 €;0,178771 €;0,160763 €;0,158135 €;0,146395 €;0,135976 €
BALEARESELEIAFIJOTU DECIDES 02.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 0;2.0TD;-;0,110639 €;0,044775 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU DECIDES 03.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 0;3.0TD;-;0,054746 €;0,049038 €;0,027403 €;0,026449 €;0,023925 €;0,021921 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
BALEARESELEIAFIJOTU DECIDES 06.1TD-;BALEARES;ELEIA;FIJO;TU DECIDES 0;6.1TD;-;0,075247 €;0,066688 €;0,040624 €;0,035783 €;0,017558 €;0,015477 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
BALEARESELEIAFIJOTU DECIDES 12.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 1;2.0TD;-;0,105433 €;0,039569 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU DECIDES 13.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 1;3.0TD;-;0,050774 €;0,045066 €;0,023431 €;0,022477 €;0,019953 €;0,017949 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
BALEARESELEIAFIJOTU DECIDES 16.1TD-;BALEARES;ELEIA;FIJO;TU DECIDES 1;6.1TD;-;0,071137 €;0,062578 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
BALEARESELEIAFIJOTU DECIDES 22.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 2;2.0TD;-;0,096940 €;0,031076 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU DECIDES 23.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 2;3.0TD;-;0,044541 €;0,038833 €;0,017198 €;0,016244 €;0,013720 €;0,011716 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
BALEARESELEIAFIJOTU DECIDES 26.1TD-;BALEARES;ELEIA;FIJO;TU DECIDES 2;6.1TD;-;0,068397 €;0,059838 €;0,033774 €;0,028933 €;0,010708 €;0,008627 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
BALEARESELEIAFIJOTU DECIDES 32.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 3;2.0TD;-;0,083242 €;0,017378 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU DECIDES 33.0TD-;BALEARES;ELEIA;FIJO;TU DECIDES 3;3.0TD;-;0,043103 €;0,037395 €;0,015760 €;0,014806 €;0,012282 €;0,010278 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
BALEARESELEIAFIJOTU DECIDES 36.1TD-;BALEARES;ELEIA;FIJO;TU DECIDES 3;6.1TD;-;0,065658 €;0,057099 €;0,031035 €;0,026194 €;0,007969 €;0,005888 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
BALEARESELEIAFIJOTU ELIGES 02.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 0;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU ELIGES 03.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 0;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
BALEARESELEIAFIJOTU ELIGES 06.1TD-;BALEARES;ELEIA;FIJO;TU ELIGES 0;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
BALEARESELEIAFIJOTU ELIGES 12.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 1;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU ELIGES 13.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 1;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
BALEARESELEIAFIJOTU ELIGES 16.1TD-;BALEARES;ELEIA;FIJO;TU ELIGES 1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
BALEARESELEIAFIJOTU ELIGES 22.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 2;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU ELIGES 23.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 2;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
BALEARESELEIAFIJOTU ELIGES 26.1TD-;BALEARES;ELEIA;FIJO;TU ELIGES 2;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
BALEARESELEIAFIJOTU ELIGES 32.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 3;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU ELIGES 33.0TD-;BALEARES;ELEIA;FIJO;TU ELIGES 3;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
BALEARESELEIAFIJOTU ELIGES 36.1TD-;BALEARES;ELEIA;FIJO;TU ELIGES 3;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 02.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 0;2.0TD;-;0,093600 €;0,025050 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,330990 €;0,279166 €;0,237389 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 03.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 0;3.0TD;-;0,049151 €;0,040075 €;0,023625 €;0,021199 €;0,016596 €;0,014467 €;0,288397 €;0,270697 €;0,245214 €;0,239507 €;0,228388 €;0,216084 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 06.1TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 0;6.1TD;-;0,069636 €;0,064029 €;0,039666 €;0,033028 €;0,013677 €;0,011466 €;0,248720 €;0,234020 €;0,216012 €;0,213384 €;0,201644 €;0,191226 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 12.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 1;2.0TD;-;0,088120 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310990 €;0,259166 €;0,217389 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 13.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 1;3.0TD;-;0,046411 €;0,037335 €;0,020885 €;0,018459 €;0,013856 €;0,011727 €;0,278397 €;0,260697 €;0,235214 €;0,229507 €;0,218388 €;0,206084 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 16.1TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 1;6.1TD;-;0,066896 €;0,061289 €;0,036926 €;0,030288 €;0,010937 €;0,008726 €;0,233720 €;0,219020 €;0,201012 €;0,198384 €;0,186644 €;0,176226 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 22.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 2;2.0TD;-;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,300990 €;0,249166 €;0,207389 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 23.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 2;3.0TD;-;0,043672 €;0,034596 €;0,018146 €;0,015720 €;0,011117 €;0,008988 €;0,263397 €;0,245697 €;0,220214 €;0,214507 €;0,203388 €;0,191084 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 26.1TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 2;6.1TD;-;0,064157 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €;0,228720 €;0,214020 €;0,196012 €;0,193384 €;0,181644 €;0,171226 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 32.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 3;2.0TD;-;0,077161 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290990 €;0,239166 €;0,197389 €;0,000000 €;0,000000 €;0,000000 €
BALEARESELEIAFIJOTU MEDIOAMBIENTE 33.0TD-;BALEARES;ELEIA;FIJO;TU MEDIOAMBIENTE 3;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014350 €;0,009747 €;0,007618 €;0,258397 €;0,240697 €;0,215214 €;0,209507 €;0,198388 €;0,186084 €
